Year,Name,Gender,Count
1880,Ruthie,F,5
1880,Sabra,F,5
1880,Sannie,F,5
1880,Selena,F,5
1880,Sibyl,F,5
1880,Tella,F,5
1880,Tempie,F,5
1880,Tennessee,F,5
1880,Teressa,F,5
1880,Texas,F,5
1880,Theda,F,5
1880,Thelma,F,5
1880,Thursa,F,5
1880,Ula,F,5
1880,Vannie,F,5
1880,Verona,F,5
1880,Vertie,F,5
1880,Wilma,F,5
1880,John,M,9655
1880,William,M,9532
1880,James,M,5927
1880,Charles,M,5348
1880,George,M,5126
1880,Frank,M,3242
1880,Joseph,M,2632
1880,Thomas,M,2534
1880,Henry,M,2444
1880,Robert,M,2415
1880,Edward,M,2364
1880,Harry,M,2152
1880,Walter,M,1755
1880,Arthur,M,1599
1880,Fred,M,1569
1880,Albert,M,1493
1880,Samuel,M,1024
1880,David,M,869
1880,Louis,M,828
1880,Joe,M,731
1880,Charlie,M,730
1880,Clarence,M,730
1880,Richard,M,728
1880,Andrew,M,644
1880,Daniel,M,643
1880,Ernest,M,615
1880,Will,M,588
1880,Jesse,M,569
1880,Oscar,M,544
1880,Lewis,M,517
1880,Peter,M,496
1880,Benjamin,M,490
1880,Frederick,M,483
1880,Willie,M,476
1880,Alfred,M,469
1880,Sam,M,457
1880,Roy,M,440
1880,Herbert,M,424
1880,Jacob,M,404
1880,Tom,M,399
1880,Elmer,M,373
1880,Carl,M,372
1880,Lee,M,361
1880,Howard,M,357
1880,Martin,M,357
1880,Michael,M,354
1880,Bert,M,348
1880,Herman,M,347
1880,Jim,M,345
1880,Francis,M,344
1880,Harvey,M,344
1880,Earl,M,335
1880,Eugene,M,328
1880,Ralph,M,317
1880,Ed,M,310
1880,Claude,M,309
1880,Edwin,M,309
